Partner ID,Partner Type,Partner Name,Standard_Type,Description,Country,Location,Contact Person,Address,Status,Date Added,Date updated,By who?,Bank Account Number,Account Name,Bank name,Province - Branch
GDE-62,GDE_Guide,Vo Van Luat - Venus  ,,,Vietnam  ,Hoi An,,,,,,,,,,
CRS-60,CRS_Cruise,Vspirit Cruises,5* ,,Vietnam  ,Ha Long,,,,,,,,,,
INT-12,INT_Interpreter,Vu Bao Trung (Binh's Friend),,,,Out of country,0866 005 380,,,,,,,,,
FNB-40,FNB_Restaurant,Vu Di teahouse,Teahouse,,Vietnam  ,Hue,,,,,,,,,,
GDE-45,GDE_Guide,Vu Hong Thanh  - MHP ,,,Vietnam  ,Ha Noi,0969980256,,,,,,,,,
GDE-43,GDE_Guide,Vu Thi Huong Giang  - MHP ,Senior Guide,,Vietnam  ,Ha Noi,091 2221642,,,,,,,,,
INT-06,INT_Interpreter,Vu Thi Huyen Anh (Pizzabella),,,,Out of country,"+48 739 647 817
+84 363 659 844",,,,,,110603275686,Cong ty TNHH Thuong mai va Du lich Phu Hoang Đat,Viettinbank - Dong Hanoi,Hanoi - Dong Hanoi
GDE-54,GDE_Guide,Vu Van Bang  - MHP ,,,Vietnam  ,Ha Noi,,,,,,,,,,
FNB-38,FNB_Restaurant,Vy's Market ,Vietnamese Restaurant,,Vietnam  ,Hoi An,,,,,,,,,,
HTL-32,HTL_Hotel,W Kuala Lumpur Hotel,5*,,Malaysia  ,Kuala Lumpur,+60  32786 8888,"No 121 Jalan Ampang, Kuala Lumpur, Malaysia, 50450",,,,,,,,
FNB-74,FNB_Restaurant,Walk Rooftop Bar Bangkok (Centara Watergate),Thai Rooftop Restaurant,,Thailand  ,Bangkok,,,,,,,,,,
DRV-02,DRV_Driver_of_vehicle,Wayan - Jungle Life,,,Indonesia  ,,,,,,,,0151000017687,CTY CO PHAN DL TM HANG CHAU,VIETCOMBANK,An Giang - Chau Doc
GDE-23,GDE_Guide,Wendy Guide Singapore,,,Singapore  ,,,,,,,,,,,
GDE-95,GDE_Guide,Winnie - DTH Malaysia ,,,Malaysia  ,,,,,,,,,,,
RST-32,RST_Resort,Xcape Resort ,3*,,Malaysia  ,Pahang,+60 9-266 1111 ,"Lot 816, Jalan Teresik, 27000 Kuala Tahan, Pahang, Malaysia",,,,,,,,
GDE-105,GDE_Guide,Xcape Resort guide - Taman Negara,Senior Guide,,Malaysia  ,,,,,,,,,,,
FNB-34,FNB_Restaurant,Y Thao Garden,Vietnamese Restaurant,,Vietnam  ,Hue,,,,,,,,,,
GDE-102,GDE_Guide,Yee Wang - Robert ,,,Laos  ,,,,,,,,,,,
FNB-104,FNB_Restaurant,YoYo Seaside - Vegetarian & More,Vegetarian - Vegan Restaurant,,Vietnam  ,Mui Ne,Hotline - 0908637045,"St KP2, Hòa Bình, khu phố 2, Tp. Phan Thiết, Bình Thuận 77000, Vietnam",,,,,,,,
GDE-25,GDE_Guide,Zagrodzki Adrian,PL TL,,Vietnam  ,Ho Chi Minh City,0933612887,,,,,,,,,
INT-01,INT_Interpreter,Zagrodzki Adrian,Senior Interpreter,,,Ho Chi Minh City,"0933 612 887
adrian@makeyourasia.com",,,,,,,,,
RST-27,RST_Resort,Zannier Bai San Ho,5*,,Vietnam  ,Phu Yen,+84 257 383 0000,"Hoa Thanh Hamlet, Xuan Canh Commune, Song Cau District, Phu Yen Province, Vietnam",,,,,,,,
HMS-08,HMS_Homestay,Ha Giang Xanh Retreat,,,,,,,,,,,,,,
ATC-40,ATC_Attraction,Dragon boat on Huong River,,,,,,,,,,,,,,
ATC-41,ATC_Attraction,Vam Sat Eco Park,,,Vietnam  ,Ho Chi Minh City,,,,,,,,,,
ATC-42,ATC_Attraction,Tra Su Forest,,,Vietnam  ,An Giang,,,,,,,,,,
SRV-02,SRV_Service,Health Land Asoke Massage,,,Thailand  ,,,,,,,,,,,
ATC-44,ATC_Attraction,Night tour in Bangkok,,,Thailand  ,,,,,,,,,,,
ATC-45,ATC_Attraction,Motorbike tour in Hanoi,,,Vietnam  ,Hanoi,,,,,,,,,,
